"","authorID","groupID","match_name","matchID","similarity","confidence","flagged","AU","AF","author_order","address","RP_address","RI","OI","EM","refID","TA","SO","UT","PT","PU","PY","university","country","state","postal_code","city","department"
"1455",1455,1455,NA,NA,NA,NA,0,"Basu, S","Basu, Saptarshi",3,"Univ Cent Florida, Dept Mech Mat & Aerosp Engn, Orlando, FL 32816 USA.",NA,"GLT-7514-2022",NA,NA,264,"Infrared thermography and numerical study of vaporization
characteristics of pure and blended bio-fuel droplets","INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER","WOS:000280484400028","J","PERGAMON-ELSEVIER SCIENCE LTD","2010","univ cent florida","usa","fl","32816","orlando","dept mech mat & aerosp engn"
"1456",1456,1554,"Kumar, R.",1553,0.296296296296296,3,1,"Kumar, R","Kumar, Ranganathan",2,"Univ Cent Florida, Dept Mech Mat & Aerosp Engn, Orlando, FL 32816 USA.",NA,NA,NA,NA,264,"Infrared thermography and numerical study of vaporization
characteristics of pure and blended bio-fuel droplets","INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER","WOS:000280484400028","J","PERGAMON-ELSEVIER SCIENCE LTD","2010","univ cent florida","usa","fl","32816","orlando","dept mech mat & aerosp engn"
"1457",1457,1457,NA,NA,NA,NA,0,"Saha, A","Saha, Abhishek",1,"Univ Cent Florida, Dept Mech Mat & Aerosp Engn, Orlando, FL 32816 USA.",NA,"G-5094-2013","0000-0001-9619-6623",NA,264,"Infrared thermography and numerical study of vaporization
characteristics of pure and blended bio-fuel droplets","INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER","WOS:000280484400028","J","PERGAMON-ELSEVIER SCIENCE LTD","2010","univ cent florida","usa","fl","32816","orlando","dept mech mat & aerosp engn"
"1458",1458,1458,NA,NA,NA,NA,0,"Carlson, JB","Carlson, JB",4,"Could not be extracted",NA,NA,NA,NA,265,"PAH and other emissions from burning of JP-8 and diesel fuels in
diffusion flames","FUEL","WOS:000224358200013","J","ELSEVIER SCI LTD","2004",NA,NA,NA,NA,NA,NA
"1459",1459,1459,NA,NA,NA,NA,0,"Jordan, J","Jordan, J",5,"Could not be extracted",NA,NA,NA,NA,265,"PAH and other emissions from burning of JP-8 and diesel fuels in
diffusion flames","FUEL","WOS:000224358200013","J","ELSEVIER SCI LTD","2004",NA,NA,NA,NA,NA,NA
"1460",1460,1460,NA,NA,NA,NA,0,"Levendis, YA","Levendis, YA",3,"Could not be extracted",NA,NA,NA,"y.levendis@neu.edu",265,"PAH and other emissions from burning of JP-8 and diesel fuels in
diffusion flames","FUEL","WOS:000224358200013","J","ELSEVIER SCI LTD","2004",NA,NA,NA,NA,NA,NA
"1461",1461,1461,NA,NA,NA,NA,0,"Topal, MH","Topal, MH",1,"Northeastern Univ, Boston, MA 02115 USA.",NA,NA,NA,NA,265,"PAH and other emissions from burning of JP-8 and diesel fuels in
diffusion flames","FUEL","WOS:000224358200013","J","ELSEVIER SCI LTD","2004","northeastern univ","usa","ma","02115","boston",NA
"1462",1462,2130,"Wang, Jigang",2130,0.3125,1,0,"Wang, J","Wang, J",2,"Could not be extracted",NA,NA,NA,NA,265,"PAH and other emissions from burning of JP-8 and diesel fuels in
diffusion flames","FUEL","WOS:000224358200013","J","ELSEVIER SCI LTD","2004",NA,NA,NA,NA,NA,NA
"1463",1463,1463,NA,NA,NA,NA,0,"O'Connell, JF","O'Connell, John F.",2,"Univ Surrey, Ctr Aviat Res, Guildford GU2 7XH, Surrey, England.",NA,NA,NA,NA,266,"Short-term carbon emissions forecast for aviation industry in Shanghai","JOURNAL OF CLEANER PRODUCTION","WOS:000579495100024","J","ELSEVIER SCI LTD","2020","univ surrey","england","surrey","gu2 7xh","guildford ","ctr aviat res"
"1464",1464,1464,NA,NA,NA,NA,0,"Yang, HJ","Yang, Huijuan",1,"Civil Aviat Flight Univ China, Guanghan 618300, Sichuan, Peoples R China.",NA,NA,"0000-0002-6962-3172",NA,266,"Short-term carbon emissions forecast for aviation industry in Shanghai","JOURNAL OF CLEANER PRODUCTION","WOS:000579495100024","J","ELSEVIER SCI LTD","2020","civil aviat flight univ china","peoples r china","sichuan"," 61830","guanghan",NA
"1465",1465,6323,NA,6323,NA,NA,0,"Bennett, R","Bennett, Rick",7,"Nuseed, 990 Riverside Parkway Suite 140, West Sacramento, CA 95605 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","nuseed","usa","ca","95605","west sacramento","990 riverside parkway suite 140"
"1466",1466,1466,NA,NA,NA,NA,0,"Colvin, B","Colvin, Blaire",4,"Nuseed, 990 Riverside Parkway Suite 140, West Sacramento, CA 95605 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","nuseed","usa","ca","95605","west sacramento","990 riverside parkway suite 140"
"1467",1467,3286,NA,6330,NA,NA,0,"George, S","George, Sheeja",5,"Univ Florida, North Florida Res & Educ Ctr, Quincy, FL 32351 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32351","quincy","north florida res & educ ctr"
"1468",1468,1468,NA,NA,NA,NA,0,"Kumar, S","Kumar, Shivendra",1,"Univ Florida, North Florida Res & Educ Ctr, Quincy, FL 32351 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32351","quincy","north florida res & educ ctr"
"1469",1469,1469,NA,NA,NA,NA,0,"Leon, R","Leon, Ramon",8,"North Carolina State Univ, Dept Crop & Soil Sci, Raleigh, NC 27695 USA.",NA,NA,"0000-0002-1924-3331",NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","north carolina state univ","usa","nc","27695","raleigh","dept crop & soil sci"
"1470",1470,6332,NA,6332,NA,NA,0,"Marois, JJ","Marois, Jim J.",6,"Univ Florida, North Florida Res & Educ Ctr, Quincy, FL 32351 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32351","quincy","north florida res & educ ctr"
"1471",1471,1471,NA,NA,NA,NA,0,"Mulvaney, MJ","Mulvaney, Michael J.",3,"Univ Florida, West Florida Res & Educ Ctr, Jay, FL 32565 USA.",NA,NA,"0000-0002-7947-1467",NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32565","jay","west florida res & educ ctr"
"1472",1472,1472,NA,NA,NA,NA,0,"Seepaul, R","Seepaul, Ramdeo",2,"Univ Florida, North Florida Res & Educ Ctr, Quincy, FL 32351 USA.",NA,NA,"0000-0001-6246-0385",NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32351","quincy","north florida res & educ ctr"
"1473",1473,1473,NA,NA,NA,NA,0,"Small, IM","Small, Ian M.",10,"Univ Florida, North Florida Res & Educ Ctr, Quincy, FL 32351 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32351","quincy","north florida res & educ ctr"
"1474",1474,1474,NA,NA,NA,NA,0,"Wright, DL","Wright, David L.",9,"Univ Florida, North Florida Res & Educ Ctr, Quincy, FL 32351 USA.",NA,NA,NA,NA,267,"Brassica carinata genotypes demonstrate potential as a winter biofuel
crop in South East United States","INDUSTRIAL CROPS AND PRODUCTS","WOS:000530684700007","J","ELSEVIER","2020","univ florida","usa","fl","32351","quincy","north florida res & educ ctr"
"1475",1475,1554,"Kumar, R.",1553,0.230769230769231,6,1,"Kumar, RD","Kumar, Roshan Dinesh",2,"Indian Inst Technol Kanpur, Dept Aerosp Engn, Kanpur 208016, Uttar Pradesh, India.",NA,NA,NA,NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian inst technol kanpur","india","uttar pradesh"," 20801","kanpur","indian inst technol kanpur"
"1476",1476,1476,NA,NA,NA,NA,0,"Kushari, A","Kushari, Abhijit",6,"Indian Inst Technol Kanpur, Dept Aerosp Engn, Kanpur 208016, Uttar Pradesh, India.",NA,"AAC-5857-2021","0000-0001-7306-5356",NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian inst technol kanpur","india","uttar pradesh"," 20801","kanpur","indian inst technol kanpur"
"1477",1477,1477,NA,NA,NA,NA,0,"Pandey, V","Pandey, Vivek",5,"Indian Inst Technol Kanpur, Dept Aerosp Engn, Kanpur 208016, Uttar Pradesh, India.",NA,"ABB-1912-2021","0000-0001-9570-7751",NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian inst technol kanpur","india","uttar pradesh"," 20801","kanpur","indian inst technol kanpur"
"1478",1478,7715,NA,7715,NA,NA,0,"Puri, SK","Puri, S. K.",7,"Indian Oil Corp Ltd, New Delhi, India.",NA,NA,NA,NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian oil corp ltd","india",NA,NA,"new delhi",NA
"1479",1479,1479,NA,NA,NA,NA,0,"Raut, AK","Raut, Anoop Kumar",3,"Indian Inst Technol Kanpur, Dept Aerosp Engn, Kanpur 208016, Uttar Pradesh, India.",NA,NA,NA,NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian inst technol kanpur","india","uttar pradesh"," 20801","kanpur","indian inst technol kanpur"
"1480",1480,1480,NA,NA,NA,NA,0,"Sekar, TC","Sekar, T. Chandra",4,"Indian Inst Technol Kanpur, Dept Aerosp Engn, Kanpur 208016, Uttar Pradesh, India.",NA,NA,"0000-0002-8622-1597",NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian inst technol kanpur","india","uttar pradesh"," 20801","kanpur","indian inst technol kanpur"
"1481",1481,1481,NA,NA,NA,NA,0,"Sundararaj, RH","Sundararaj, Ramraj H.",1,"Indian Inst Technol Kanpur, Dept Aerosp Engn, Kanpur 208016, Uttar Pradesh, India.",NA,NA,"0000-0003-1349-9683",NA,268,"Combustion and emission characteristics from biojet fuel blends in a gas
turbine combustor","ENERGY","WOS:000479021700055","J","PERGAMON-ELSEVIER SCIENCE LTD","2019","indian inst technol kanpur","india","uttar pradesh"," 20801","kanpur","indian inst technol kanpur"
"1482",1482,686,NA,NA,NA,NA,0,"Cong, Y","Cong, Yu",5,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,"P-8128-2019","0000-0001-5544-1303",NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1483",1483,686,NA,NA,NA,NA,0,"Cong, Y","Cong, Yu",5,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,"P-8128-2019","0000-0001-5544-1303",NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1484",1484,686,NA,NA,NA,NA,0,"Cong, Y","Cong, Yu",5,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,"GLV-5478-2022","0000-0001-5544-1303",NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1485",1485,686,NA,NA,NA,NA,0,"Cong, Y","Cong, Yu",5,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,"GLV-5478-2022","0000-0001-5544-1303",NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1486",1486,763,NA,691,NA,NA,0,"Li, GY","Li, Guangyi",3,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1487",1487,692,NA,NA,NA,NA,0,"Li, N","Li, Ning",2,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,"lining@dicp.ac.cn",269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1488",1488,1488,NA,NA,NA,NA,0,"Tang, H","Tang, Hao",1,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1489",1489,766,NA,693,NA,NA,0,"Wang, AQ","Wang, Aiqin",4,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1490",1490,768,NA,694,NA,NA,0,"Wang, XD","Wang, Xiaodong",7,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1491",1491,1491,NA,NA,NA,NA,0,"Xu, GTA","Xu, Guotiang",6,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1492",1492,770,NA,696,NA,NA,0,"Zhang, T","Zhang, Tao",8,"Chinese Acad Sci, Dalian Inst Chem Phys, 457 Zhongshan Rd, Dalian 116023, Peoples R China.",NA,NA,NA,NA,269,"Synthesis of gasoline and jet fuel range cycloalkanes and aromatics from
poly( ethylene terephthalate) waste","GREEN CHEMISTRY","WOS:000468627800015","J","ROYAL SOC CHEMISTRY","2019","chinese acad sci","peoples r china",NA," 11602","dalian","dalian inst chem phys"
"1493",1493,1432,NA,1207,NA,NA,0,"Nie, GK","Nie, Genkuo",1,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn Tianjin, Key Lab Green Chem Technol, Minist Educ,Sch Chem Engn & Technol, Tianjin 300072, Peoples R China.",NA,NA,NA,NA,270,"One-pot production of branched decalins as high-density jet fuel from
monocyclic alkanes and alcohols","CHEMICAL ENGINEERING SCIENCE","WOS:000427779400007","J","PERGAMON-ELSEVIER SCIENCE LTD","2018","tianjin univ","peoples r china",NA," 30007","tianjin","collaborat innovat ctr chem sci & engn tianjin"
"1494",1494,435,NA,NA,NA,NA,0,"Pan, L","Pan, Lun",3,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn Tianjin, Key Lab Green Chem Technol, Minist Educ,Sch Chem Engn & Technol, Tianjin 300072, Peoples R China.",NA,"ABD-9722-2021","0000-0002-3083-4693",NA,270,"One-pot production of branched decalins as high-density jet fuel from
monocyclic alkanes and alcohols","CHEMICAL ENGINEERING SCIENCE","WOS:000427779400007","J","PERGAMON-ELSEVIER SCIENCE LTD","2018","tianjin univ","peoples r china",NA," 30007","tianjin","collaborat innovat ctr chem sci & engn tianjin"
"1495",1495,1495,NA,NA,NA,NA,0,"Wang, M","Wang, Ming",4,"Shandong Univ Technol, Sch Chem & Chem Engn, Zibo 255049, Peoples R China.",NA,NA,NA,NA,270,"One-pot production of branched decalins as high-density jet fuel from
monocyclic alkanes and alcohols","CHEMICAL ENGINEERING SCIENCE","WOS:000427779400007","J","PERGAMON-ELSEVIER SCIENCE LTD","2018","shandong univ technol","peoples r china",NA," 25504","zibo","sch chem & chem engn"
"1496",1496,438,NA,NA,NA,NA,0,"Zhang, XW","Zhang, Xiangwen",2,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn Tianjin, Key Lab Green Chem Technol, Minist Educ,Sch Chem Engn & Technol, Tianjin 300072, Peoples R China.",NA,"ABD-9717-2021",NA,NA,270,"One-pot production of branched decalins as high-density jet fuel from
monocyclic alkanes and alcohols","CHEMICAL ENGINEERING SCIENCE","WOS:000427779400007","J","PERGAMON-ELSEVIER SCIENCE LTD","2018","tianjin univ","peoples r china",NA," 30007","tianjin","collaborat innovat ctr chem sci & engn tianjin"
"1497",1497,439,NA,439,NA,NA,0,"Zou, JJ","Zou, Ji-Jun",5,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn Tianjin, Key Lab Green Chem Technol, Minist Educ,Sch Chem Engn & Technol, Tianjin 300072, Peoples R China.",NA,NA,NA,NA,270,"One-pot production of branched decalins as high-density jet fuel from
monocyclic alkanes and alcohols","CHEMICAL ENGINEERING SCIENCE","WOS:000427779400007","J","PERGAMON-ELSEVIER SCIENCE LTD","2018","tianjin univ","peoples r china",NA," 30007","tianjin","collaborat innovat ctr chem sci & engn tianjin"
"1498",1498,1498,NA,NA,NA,NA,0,"Yang, ZL","Yang, Zhiliang",1,"Univ Ottawa, Dept Chem & Biol Engn, 161 Louis Pasteur Private, Ottawa, ON K1N 6N5, Canada.",NA,NA,NA,NA,271,"Production of (2R, 3R)-2,3-butanediol using engineered Pichia pastoris:
strain construction, characterization and fermentation","BIOTECHNOLOGY FOR BIOFUELS","WOS:000425116500001","J","BMC","2018","univ ottawa","canada",NA," k1n 6n5","on","dept chem & biol engn"
"1499",1499,1499,NA,NA,NA,NA,0,"Zhang, ZS","Zhang, Zisheng",2,"Univ Ottawa, Dept Chem & Biol Engn, 161 Louis Pasteur Private, Ottawa, ON K1N 6N5, Canada.",NA,"GXN-3521-2022",NA,"zzhang@uottawa.ca",271,"Production of (2R, 3R)-2,3-butanediol using engineered Pichia pastoris:
strain construction, characterization and fermentation","BIOTECHNOLOGY FOR BIOFUELS","WOS:000425116500001","J","BMC","2018","univ ottawa","canada",NA," k1n 6n5","on","dept chem & biol engn"
"1500",1500,1500,NA,NA,NA,NA,0,"Bai, FW","Bai, Fengwu",6,"Dalian Univ Technol, Sch Life Sci & Biotechnol, Dalian 116024, Peoples R China.",NA,NA,NA,NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","dalian univ technol","peoples r china",NA," 11602","dalian","sch life sci & biotechnol"
"1501",1501,1501,NA,NA,NA,NA,0,"Chen, LJ","Chen, Lijie",5,"Dalian Univ Technol, Sch Life Sci & Biotechnol, Dalian 116024, Peoples R China.",NA,NA,NA,NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","dalian univ technol","peoples r china",NA," 11602","dalian","sch life sci & biotechnol"
"1502",1502,1502,NA,NA,NA,NA,0,"Guo, XW","Guo, Xinwen",3,"Dalian Univ Technol, PSU DUT Joint Ctr Energy Res, Sch Chem Engn, State Key Lab Fine Chem, Dalian 116024, Peoples R China.",NA,NA,NA,NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","dalian univ technol","peoples r china",NA," 11602","dalian","psu dut joint ctr energy res"
"1503",1503,1503,NA,NA,NA,NA,0,"Hudson, EP","Hudson, Elton P.",4,"KTH Royal Inst Technol, Sch Biotechnol, S-10450 Stockholm, Sweden.",NA,"ABH-8177-2020","0000-0003-1899-7649",NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","kth royal inst technol","sweden",NA,"10450"," stockholm","kth royal inst technol"
"1504",1504,1504,NA,NA,NA,NA,0,"Liu, FF","Liu, Fangfang",7,"Ohio State Univ, Dept Chem & Biomol Engn, Columbus, OH 43210 USA.",NA,NA,NA,NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","ohio state univ","usa","oh","43210","columbus","dept chem & biomol engn"
"1505",1505,1505,NA,NA,NA,NA,0,"Liu, M","Liu, Min",2,"Dalian Univ Technol, PSU DUT Joint Ctr Energy Res, Sch Chem Engn, State Key Lab Fine Chem, Dalian 116024, Peoples R China.",NA,NA,"0000-0003-2291-6266",NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","dalian univ technol","peoples r china",NA," 11602","dalian","psu dut joint ctr energy res"
"1506",1506,1506,NA,NA,NA,NA,0,"Xue, C","Xue, Chuang",1,"Dalian Univ Technol, Sch Life Sci & Biotechnol, Dalian 116024, Peoples R China.",NA,NA,NA,NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","dalian univ technol","peoples r china",NA," 11602","dalian","sch life sci & biotechnol"
"1507",1507,7684,"Yang, S. P.",3204,0.25,7,0,"Yang, ST","Yang, Shang-Tian",8,"Dalian Univ Technol, Sch Life Sci & Biotechnol, Dalian 116024, Peoples R China.",NA,"A-7892-2009",NA,NA,272,"Bridging chemical- and bio-catalysis: high-value liquid transportation
fuel production from renewable agricultural residues","GREEN CHEMISTRY","WOS:000395630000012","J","ROYAL SOC CHEMISTRY","2017","dalian univ technol","peoples r china",NA," 11602","dalian","sch life sci & biotechnol"
"1508",1508,1508,NA,NA,NA,NA,0,"Guo, F","Guo, Fang",1,"Beihang Univ, Sch Energy & Power Engn, Energy & Environm Int Ctr, 37 Xueyuan Rd, Beijing 100191, Peoples R China.",NA,NA,NA,NA,273,"Potential pyrolysis pathway assessment for microalgae-based aviation
fuel based on energy conversion efficiency and life cycle","ENERGY CONVERSION AND MANAGEMENT","WOS:000391897700026","J","PERGAMON-ELSEVIER SCIENCE LTD","2017","beihang univ","peoples r china",NA," 10019","beijing","sch energy & power engn"
"1509",1509,680,NA,NA,NA,NA,0,"Wang, X","Wang, Xin",2,"Beihang Univ, Sch Energy & Power Engn, Energy & Environm Int Ctr, 37 Xueyuan Rd, Beijing 100191, Peoples R China.",NA,NA,"0000-0002-0057-8414",NA,273,"Potential pyrolysis pathway assessment for microalgae-based aviation
fuel based on energy conversion efficiency and life cycle","ENERGY CONVERSION AND MANAGEMENT","WOS:000391897700026","J","PERGAMON-ELSEVIER SCIENCE LTD","2017","beihang univ","peoples r china",NA," 10019","beijing","sch energy & power engn"
"1510",1510,681,NA,NA,NA,NA,0,"Yang, XY","Yang, Xiaoyi",3,"Beihang Univ, Sch Energy & Power Engn, Energy & Environm Int Ctr, 37 Xueyuan Rd, Beijing 100191, Peoples R China.",NA,NA,NA,"yangxiaoyi@buaa.edu.cn",273,"Potential pyrolysis pathway assessment for microalgae-based aviation
fuel based on energy conversion efficiency and life cycle","ENERGY CONVERSION AND MANAGEMENT","WOS:000391897700026","J","PERGAMON-ELSEVIER SCIENCE LTD","2017","beihang univ","peoples r china",NA," 10019","beijing","sch energy & power engn"
"1511",1511,1511,NA,NA,NA,NA,0,"Dixon-Hardy, D","Dixon-Hardy, Darron",2,"Univ Leeds, Energy Res Inst, Leeds LS2 9JT, W Yorkshire, England.",NA,NA,NA," d.w.dixon-hardy@leeds.ac.uk",274,"Aircraft cost index and the future of carbon emissions from air travel","APPLIED ENERGY","WOS:000372379700050","J","ELSEVIER SCI LTD","2016","univ leeds","england","w yorkshire","ls2 9jt","leeds ","energy res inst"
"1512",1512,1512,NA,NA,NA,NA,0,"Edwards, HA","Edwards, Holly A.",1,"Univ Leeds, Doctoral Training Ctr Low Carbon Technol, Leeds LS2 9JT, W Yorkshire, England.",NA,NA,NA,NA,274,"Aircraft cost index and the future of carbon emissions from air travel","APPLIED ENERGY","WOS:000372379700050","J","ELSEVIER SCI LTD","2016","univ leeds","england","w yorkshire","ls2 9jt","leeds ","doctoral training ctr low carbon technol"
"1513",1513,1513,NA,NA,NA,NA,0,"Wadud, Z","Wadud, Zia",3,"Univ Leeds, Ctr Integrated Energy Res, Leeds LS2 9JT, W Yorkshire, England.",NA,"A-6025-2012","0000-0003-2692-8299"," z.wadud@leeds.ac.uk",274,"Aircraft cost index and the future of carbon emissions from air travel","APPLIED ENERGY","WOS:000372379700050","J","ELSEVIER SCI LTD","2016","univ leeds","england","w yorkshire","ls2 9jt","leeds ","ctr integrated energy res"
